Ac_gi	Ac_ref_Tx	UniProt_db	Entry	Entry_name	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
871204851	XM_005088980.2	sp	Q9Y4X5	ARI1_HUMAN	30.74	244	129	7	1896	2609	174	383	2e-25	113
871204853	XM_005088981.2	sp	Q7Z6J8	UBE3D_HUMAN	25.55	407	198	16	373	1524	63	387	2e-16	82.4
871205108	XM_013091400.1	tr	E7EW16	E7EW16_HUMAN	22.69	216	139	7	55	669	89	287	2e-04	42.7
524864563	XM_005089060.1	sp	Q96MB7	HARB1_HUMAN	23.27	202	138	4	64	660	114	301	1e-09	59.3
871204856	XM_013088350.1	sp	Q10472	GALT1_HUMAN	49.52	525	247	11	1941	3488	36	551	1e-166	510
871204859	XM_005089062.2	tr	H7BZG2	H7BZG2_HUMAN	46.00	50	22	1	987	1136	8	52	2e-05	44.3
871205113	XM_013091415.1	sp	Q10472	GALT1_HUMAN	46.78	419	200	11	4	1212	138	549	7e-115	374
871205116	XM_005089065.2	tr	F2Z2M7	F2Z2M7_HUMAN	54.44	90	41	0	625	894	99	188	3e-25	102
871205118	XM_005089066.2	sp	Q10472	GALT1_HUMAN	43.93	519	229	13	1018	2424	43	549	3e-130	418
871204862	XM_013088437.1	sp	Q9H9P8	L2HDH_HUMAN	25.00	260	169	10	14	727	94	349	1e-08	58.9
871204865	XM_005089068.2	sp	P02794	FRIH_HUMAN	35.71	210	93	3	408	1037	6	173	6e-22	94.7
871205175	XM_005089069.2	sp	P02792	FRIL_HUMAN	27.78	126	84	2	275	631	4	129	9e-09	55.5
871205120	XM_005088984.2	sp	P11473	VDR_HUMAN	26.59	425	258	13	184	1365	22	423	6e-32	134
871204868	XM_005088985.2	sp	P57054	PIGP_HUMAN	47.97	123	63	1	345	713	27	148	2e-36	139
871204873	XM_013088620.1	sp	Q99614	TTC1_HUMAN	60.56	180	71	0	603	1142	112	291	5e-69	233
871204870	XM_013088574.1	sp	Q9Y2I9	TBC30_HUMAN	55.47	375	147	4	487	1563	76	446	1e-124	391
871204904	XM_013089104.1	sp	Q86XP3	DDX42_HUMAN	66.51	627	197	5	326	2170	89	714	0.0	829
871204902	XM_005089000.2	sp	Q86XP3	DDX42_HUMAN	66.51	627	197	5	276	2120	89	714	0.0	828
871204913	XM_013089234.1	sp	Q10472	GALT1_HUMAN	61.66	566	199	5	149	1846	3	550	0.0	728
871204910	XM_013089203.1	sp	Q10472	GALT1_HUMAN	59.01	583	200	8	149	1885	3	550	0.0	691
871204907	XM_013089168.1	sp	Q10472	GALT1_HUMAN	60.82	582	194	5	149	1894	3	550	0.0	723
871204930	XM_013089509.1	sp	P68431	H31_HUMAN	80.14	141	20	2	273	686	1	136	1e-69	216
871204927	XM_013089466.1	sp	P68431	H31_HUMAN	80.14	141	20	2	277	690	1	136	1e-69	216
871204924	XM_013089423.1	sp	P68431	H31_HUMAN	80.14	141	20	2	274	687	1	136	1e-69	216
871204921	XM_013089383.1	sp	P68431	H31_HUMAN	80.14	141	20	2	277	690	1	136	1e-69	216
871204919	XM_005089003.2	sp	P68431	H31_HUMAN	80.14	141	20	2	278	691	1	136	1e-69	216
871204933	XM_005089004.2	sp	Q9H3G5	CPVL_HUMAN	30.89	450	268	16	265	1536	42	474	6e-49	182
871204938	XM_013089681.1	sp	Q5TDP6	LGSN_HUMAN	29.97	317	205	6	14	925	182	494	1e-35	139
871204935	XM_013089626.1	sp	Q5TDP6	LGSN_HUMAN	32.74	223	129	7	30	653	278	494	7e-27	117
871204944	XM_005089005.2	sp	P51157	RAB28_HUMAN	64.13	223	76	2	325	990	1	220	9e-92	296
871204947	XM_013089841.1	sp	P11021	BIP_HUMAN	67.38	607	195	2	906	2723	31	635	0.0	843
871204950	XM_013089896.1	sp	Q9NP72	RAB18_HUMAN	66.82	217	36	1	110	760	2	182	2e-89	292
871204953	XM_005089007.2	sp	Q9NP72	RAB18_HUMAN	80.11	181	36	0	109	651	2	182	6e-96	310
871204955	XM_005089008.2	sp	O94804	STK10_HUMAN	60.56	284	112	0	1158	2009	25	308	3e-110	382
871204955	XM_005089008.2	sp	O94804	STK10_HUMAN	41.28	436	250	5	3306	4607	521	952	7e-74	272
871204957	XM_005089009.2	sp	Q96GK7	FAH2A_HUMAN	52.78	288	132	2	127	978	27	314	2e-100	313
871204960	XM_013090097.1	sp	Q8NHE4	VA0E2_HUMAN	44.30	79	40	1	49	285	7	81	2e-12	65.9
871204963	XM_013090154.1	sp	O43301	HS12A_HUMAN	51.79	641	279	6	6387	8276	52	673	0.0	668
871204966	XM_013090204.1	sp	Q8TC71	MIEAP_HUMAN	23.11	212	135	8	1677	2285	298	490	3e-04	45.4
871205132	XM_013091447.1	sp	Q12870	TCF15_HUMAN	82.14	28	5	0	644	727	74	101	2e-06	48.1
871205135	XM_013091454.1	sp	Q86UF1	TSN33_HUMAN	29.22	243	116	7	88	678	35	267	2e-18	84.3
871204969	XM_013090273.1	sp	Q9NWM0	SMOX_HUMAN	28.98	521	290	14	110	1498	46	544	5e-51	188
871204972	XM_005089011.2	sp	P61587	RND3_HUMAN	48.59	177	89	2	1419	1946	21	196	5e-49	178
871204975	XM_005089012.2	sp	Q9NWM0	SMOX_HUMAN	30.77	520	288	15	112	1509	46	547	6e-56	203
871204983	XM_005089013.2	sp	P61201	CSN2_HUMAN	84.91	444	63	3	233	1558	1	442	0.0	764
871204980	XM_013090483.1	sp	P61201	CSN2_HUMAN	84.15	448	63	4	193	1530	1	442	0.0	759
871204978	XM_005089014.2	sp	O95394	AGM1_HUMAN	56.98	523	220	3	594	2156	21	540	0.0	592
871204987	XM_005089015.2	sp	Q9BX73	TM2D2_HUMAN	63.33	150	55	0	364	813	65	214	6e-48	173
871204985	XM_005089016.2	sp	Q99426	TBCB_HUMAN	50.47	212	104	1	488	1120	18	229	1e-59	208
871204990	XM_005089018.2	tr	A0A087WVP1	A0A087WVP1_HUMAN	25.38	2037	1287	70	339	6314	2204	4052	9e-106	382
871204990	XM_005089018.2	tr	A0A087WVP1	A0A087WVP1_HUMAN	24.68	1471	950	49	420	4748	2025	3365	2e-65	249
871204990	XM_005089018.2	tr	A0A087WVP1	A0A087WVP1_HUMAN	24.59	1391	840	52	579	4568	2174	3416	3e-61	236
871204990	XM_005089018.2	tr	A0A087WVP1	A0A087WVP1_HUMAN	25.90	1367	798	59	450	4277	104	1346	4e-59	229
871204990	XM_005089018.2	tr	A0A087WVP1	A0A087WVP1_HUMAN	24.85	1376	857	49	372	4364	1698	2941	2e-57	223
871204990	XM_005089018.2	tr	A0A087WVP1	A0A087WVP1_HUMAN	26.19	1218	746	45	207	3752	2475	3575	5e-54	212
871204990	XM_005089018.2	tr	A0A087WVP1	A0A087WVP1_HUMAN	24.71	1526	982	55	363	4847	958	2347	2e-46	187
871204990	XM_005089018.2	tr	A0A087WVP1	A0A087WVP1_HUMAN	25.12	836	466	26	2133	4304	774	1561	7e-39	162
871204990	XM_005089018.2	tr	A0A087WVP1	A0A087WVP1_HUMAN	26.15	761	461	32	2211	4334	547	1259	3e-35	149
871204990	XM_005089018.2	tr	A0A087WVP1	A0A087WVP1_HUMAN	26.74	632	386	27	108	1892	644	1235	8e-31	135
871204990	XM_005089018.2	tr	A0A087WVP1	A0A087WVP1_HUMAN	23.94	827	527	30	2496	4838	426	1196	4e-22	106
871204990	XM_005089018.2	tr	A0A087WVP1	A0A087WVP1_HUMAN	25.99	327	207	14	6171	7124	3789	4089	3e-21	103
871204990	XM_005089018.2	tr	A0A087WVP1	A0A087WVP1_HUMAN	23.41	487	301	21	2919	4304	130	569	3e-12	74.3
871204990	XM_005089018.2	tr	A0A087WVP1	A0A087WVP1_HUMAN	23.08	689	422	29	2493	4442	107	726	2e-09	64.7
871204990	XM_005089018.2	tr	A0A087WVP1	A0A087WVP1_HUMAN	21.82	628	381	28	3	1784	1484	2035	3e-08	61.2
871204990	XM_005089018.2	tr	A0A087WVP1	A0A087WVP1_HUMAN	28.30	212	135	5	3726	4343	70	270	1e-06	55.5
871204990	XM_005089018.2	tr	A0A087WVP1	A0A087WVP1_HUMAN	25.00	172	118	4	1434	1937	96	260	3e-06	54.3
871204993	XM_013090741.1	tr	Q5T6W2	Q5T6W2_HUMAN	53.48	187	81	3	556	1113	34	215	6e-44	165
871205001	XM_013090838.1	tr	Q5T6W2	Q5T6W2_HUMAN	53.48	187	82	2	556	1116	34	215	7e-45	168
871204999	XM_005089019.2	tr	Q5T6W2	Q5T6W2_HUMAN	54.35	184	81	2	555	1103	34	215	8e-46	170
871204996	XM_013090771.1	tr	Q5T6W2	Q5T6W2_HUMAN	54.35	184	82	1	555	1106	34	215	6e-47	174
871205010	XM_013090957.1	tr	Q5T6W2	Q5T6W2_HUMAN	47.55	143	68	4	32	457	79	215	3e-30	124
871205007	XM_013090918.1	tr	Q5T6W2	Q5T6W2_HUMAN	47.55	143	69	3	32	460	79	215	2e-31	127
871205004	XM_013090878.1	tr	Q5T6W2	Q5T6W2_HUMAN	53.48	187	82	2	555	1115	34	215	9e-46	168
871205015	XM_005089021.2	sp	Q6P2C0	WDR93_HUMAN	28.45	601	386	15	517	2292	13	578	7e-52	197
871205013	XM_005089020.2	sp	Q6P2C0	WDR93_HUMAN	28.83	600	386	14	517	2295	13	578	1e-51	196
871205017	XM_005089022.2	sp	Q6P2C0	WDR93_HUMAN	28.74	602	384	15	516	2294	13	578	3e-52	196
871205023	XM_005089026.2	sp	Q9HAS3	S28A3_HUMAN	45.97	546	270	12	489	2093	88	619	6e-133	417
871205021	XM_005089025.2	sp	Q9HAS3	S28A3_HUMAN	45.97	546	270	12	647	2251	88	619	2e-132	417
871205019	XM_005089023.2	sp	Q9HAS3	S28A3_HUMAN	45.60	546	272	10	469	2073	88	619	5e-133	417
871205025	XM_005089027.2	sp	Q9HAS3	S28A3_HUMAN	45.97	546	270	12	435	2039	88	619	4e-133	417
871205028	XM_013091255.1	sp	O00337	S28A1_HUMAN	41.00	522	287	7	289	1833	5	512	4e-108	345
871205034	XM_005089029.2	sp	Q9HAS3	S28A3_HUMAN	46.55	522	258	9	255	1772	103	619	2e-133	415
524864499	XM_005089028.1	sp	Q9HAS3	S28A3_HUMAN	46.47	538	264	11	51	1631	95	619	2e-135	419
871205038	XM_013091270.1	sp	Q9HAS3	S28A3_HUMAN	45.42	546	276	10	411	2000	103	642	4e-133	412
871205036	XM_005089030.2	sp	Q9HAS3	S28A3_HUMAN	46.08	536	267	10	390	1949	103	632	1e-132	412
871205141	XM_013091464.1	sp	Q9HAS3	S28A3_HUMAN	45.28	530	252	11	316	1857	103	610	7e-122	392
871205041	XM_005089080.2	sp	Q9H814	PHAX_HUMAN	32.54	209	128	5	368	973	112	314	3e-15	80.1
871205046	XM_013091282.1	sp	A2RU49	HYKK_HUMAN	33.43	350	216	6	269	1300	30	368	5e-57	197
871205186	XM_013091532.1	sp	A2RU49	HYKK_HUMAN	33.06	245	153	5	142	855	127	367	5e-36	139
871205058	XM_005089035.2	sp	O94813	SLIT2_HUMAN	23.37	261	145	5	2284	3054	15	224	7e-11	68.2
871205058	XM_005089035.2	sp	O94813	SLIT2_HUMAN	25.52	145	103	2	2320	2739	272	416	9e-06	51.2
871205058	XM_005089035.2	sp	O94813	SLIT2_HUMAN	21.84	206	130	4	2323	2919	506	687	9e-05	48.1
871205060	XM_005089037.2	tr	A0A0S2Z4G6	A0A0S2Z4G6_HUMAN	56.47	278	121	0	317	1150	1	278	2e-62	215
871205144	XM_013091474.1	sp	Q6ZT12	UBR3_HUMAN	40.55	1842	930	36	862	6024	91	1888	0.0	1327
871205064	XM_005089042.2	sp	Q86WZ0	HEAT4_HUMAN	32.76	641	395	8	1408	3276	335	957	8e-108	372
871205062	XM_005089041.2	sp	Q86WZ0	HEAT4_HUMAN	32.76	641	395	8	1447	3315	335	957	8e-108	372
871205066	XM_005089043.2	sp	Q6JEL2	KLH10_HUMAN	50.79	573	282	0	197	1915	9	581	0.0	643
871205068	XM_005089044.2	sp	O95299	NDUAA_HUMAN	30.17	295	172	10	299	1168	41	306	5e-34	134
871205073	XM_005089045.2	sp	Q3KNV8	PCGF3_HUMAN	55.60	241	88	3	192	863	1	239	6e-88	274
871205070	XM_013091329.1	sp	Q3KNV8	PCGF3_HUMAN	54.01	237	90	3	192	851	1	235	5e-81	258
871205080	XM_005089046.2	sp	Q9BSM1	PCGF1_HUMAN	48.09	235	110	4	228	923	31	256	1e-58	207
871205075	XM_005089047.2	sp	P41240	CSK_HUMAN	54.50	444	190	5	635	1945	7	445	2e-159	505
871205077	XM_013091340.1	sp	P41240	CSK_HUMAN	54.50	444	190	5	627	1937	7	445	2e-159	505
871205088	XM_005089050.2	sp	P07902	GALT_HUMAN	61.52	343	132	0	256	1284	24	366	7e-157	458
871205082	XM_005089048.2	sp	Q16560	U1SBP_HUMAN	57.49	167	70	1	191	691	1	166	2e-47	174
871205084	XM_005089049.2	sp	Q16560	U1SBP_HUMAN	57.49	167	70	1	52	552	1	166	2e-47	174
871205091	XM_005089052.2	tr	Q5TE64	Q5TE64_HUMAN	29.23	130	79	3	416	805	88	204	2e-10	60.8
871205096	XM_013091373.1	tr	J3KQJ9	J3KQJ9_HUMAN	27.43	288	177	7	2339	3112	810	1095	1e-21	104
871205096	XM_013091373.1	tr	J3KQJ9	J3KQJ9_HUMAN	29.28	263	156	9	3977	4744	302	541	1e-17	90.9
871205096	XM_013091373.1	tr	J3KQJ9	J3KQJ9_HUMAN	28.34	187	125	5	1481	2026	423	605	6e-14	78.6
871205148	XM_005089084.2	tr	H3BRM4	H3BRM4_HUMAN	33.90	354	224	8	1492	2538	208	556	6e-42	164
526117478	NM_001280850.1	tr	A0A1W2PN81	A0A1W2PN81_HUMAN	36.26	455	267	7	233	1579	32	469	5e-82	271
871205099	XM_013091382.1	tr	A0A0X1KG79	A0A0X1KG79_HUMAN	31.02	490	319	7	871	2328	25	499	1e-62	223
871205102	XM_005089054.2	sp	Q9NP87	DPOLM_HUMAN	35.54	332	203	4	59	1045	20	343	8e-53	195
871205102	XM_005089054.2	sp	Q9NP87	DPOLM_HUMAN	45.79	107	50	1	1469	1789	395	493	2e-20	97.4
871205104	XM_005089055.2	sp	Q9NP87	DPOLM_HUMAN	35.54	332	203	4	59	1045	20	343	8e-53	195
871205104	XM_005089055.2	sp	Q9NP87	DPOLM_HUMAN	45.79	107	50	1	1469	1789	395	493	2e-20	97.1
871205106	XM_005089056.2	sp	Q9NY93	DDX56_HUMAN	51.26	554	247	7	161	1807	2	537	9e-180	525
871205189	XM_005089087.2	sp	Q9NW81	DMAC2_HUMAN	37.74	159	89	4	304	771	51	202	7e-25	105
871205191	XM_005089088.2	sp	P63098	CANB1_HUMAN	87.97	158	19	0	96	569	1	158	1e-88	290
871205193	XM_005089089.2	sp	P26641	EF1G_HUMAN	52.40	437	195	3	23	1294	1	437	4e-156	457
871205195	XM_013091555.1	tr	F8WBA3	F8WBA3_HUMAN	55.97	863	334	9	280	2796	47	887	0.0	913
871205198	XM_005089090.2	tr	E5RGN6	E5RGN6_HUMAN	30.97	113	63	5	510	821	1	107	8e-05	45.1
871205203	XM_013079101.1	sp	Q69YW2	STUM_HUMAN	36.73	98	49	4	3892	4173	47	135	4e-10	62.0
871205200	XM_005089146.2	sp	Q69YW2	STUM_HUMAN	36.73	98	49	4	3953	4234	47	135	4e-10	62.0
871205206	XM_005089091.2	sp	Q96C23	GALM_HUMAN	43.15	343	190	5	801	1823	2	341	1e-78	266
871205350	XM_013079363.1	tr	F8VS42	F8VS42_HUMAN	55.81	129	54	1	148	525	134	262	1e-28	120
871205353	XM_013079370.1	tr	F8VS42	F8VS42_HUMAN	89.06	64	7	0	211	402	28	91	5e-31	120
524864627	XM_005089092.1	sp	Q8IYT3	CC170_HUMAN	37.31	670	414	4	416	2425	39	702	4e-101	341
871205211	XM_005089094.2	tr	Q32MN6	Q32MN6_HUMAN	75.10	257	40	3	356	1066	34	286	5e-121	367
871205213	XM_013079130.1	tr	Q32MN6	Q32MN6_HUMAN	75.10	257	40	3	801	1511	34	286	2e-119	367
871205356	XM_013079377.1	sp	Q86X52	CHSS1_HUMAN	28.73	550	301	17	20	1480	218	739	2e-54	199
871205416	XM_013079485.1	sp	Q86X52	CHSS1_HUMAN	50.00	82	40	1	401	646	85	165	1e-18	86.3
871205413	XM_013079483.1	sp	Q86X52	CHSS1_HUMAN	50.00	82	40	1	416	661	85	165	2e-18	85.9
871205419	XM_013079488.1	sp	Q86X52	CHSS1_HUMAN	50.00	82	40	1	477	722	85	165	3e-18	85.5
871205422	XM_013079490.1	sp	Q86X52	CHSS1_HUMAN	50.00	82	40	1	480	725	85	165	4e-18	85.5
871205407	XM_013079472.1	sp	Q86X52	CHSS1_HUMAN	50.00	82	40	1	543	788	85	165	4e-18	85.5
871205410	XM_013079476.1	sp	Q86X52	CHSS1_HUMAN	50.00	82	40	1	546	791	85	165	4e-18	85.5
871205216	XM_005089095.2	sp	Q9Y256	FACE2_HUMAN	46.30	257	123	5	37	783	37	286	4e-59	209
325296836	NM_001204731.1	sp	P50148	GNAQ_HUMAN	81.41	355	66	0	27	1091	5	359	0.0	615
524864637	XM_005089097.1	sp	Q8TC07	TBC15_HUMAN	44.25	174	92	3	701	1207	378	551	1e-36	145
524864637	XM_005089097.1	sp	Q8TC07	TBC15_HUMAN	27.38	84	61	0	167	418	310	393	2e-08	58.2
871205224	XM_005089098.2	sp	Q8N357	S35F6_HUMAN	37.14	385	203	9	1	1137	1	352	9e-58	209
871205227	XM_005089103.2	tr	E7EUP0	E7EUP0_HUMAN	20.75	318	208	8	2413	3306	947	1240	6e-04	45.1
871205366	XM_013079396.1	tr	A0A0G2JR66	A0A0G2JR66_HUMAN	54.61	141	59	2	52	462	598	737	2e-25	116
871205230	XM_013079164.1	sp	Q2KJY2	KI26B_HUMAN	39.17	120	59	5	4844	5164	126	244	6e-12	72.4
871205369	XM_013079400.1	sp	Q12950	FOXD4_HUMAN	85.42	96	14	0	1760	2047	110	205	4e-50	185
871205241	XM_005089107.2	sp	C9JTQ0	ANR63_HUMAN	35.67	157	99	2	716	1183	18	173	6e-21	96.3
871205429	XM_013079498.1	tr	A0A0A0MRA3	A0A0A0MRA3_HUMAN	38.51	174	106	1	584	63	5269	5441	2e-29	120
871205429	XM_013079498.1	tr	A0A0A0MRA3	A0A0A0MRA3_HUMAN	37.28	169	106	0	569	63	5896	6064	9e-29	117
871205429	XM_013079498.1	tr	A0A0A0MRA3	A0A0A0MRA3_HUMAN	36.31	179	113	1	593	57	5089	5266	3e-27	113
871205429	XM_013079498.1	tr	A0A0A0MRA3	A0A0A0MRA3_HUMAN	36.21	174	111	0	584	63	5624	5797	2e-26	110
871205429	XM_013079498.1	tr	A0A0A0MRA3	A0A0A0MRA3_HUMAN	32.72	162	109	0	593	108	6515	6676	3e-23	101
871205429	XM_013079498.1	tr	A0A0A0MRA3	A0A0A0MRA3_HUMAN	33.15	178	117	2	593	63	5977	6153	6e-23	100
871205429	XM_013079498.1	tr	A0A0A0MRA3	A0A0A0MRA3_HUMAN	31.03	174	120	0	584	63	6429	6602	4e-22	98.2
871205429	XM_013079498.1	tr	A0A0A0MRA3	A0A0A0MRA3_HUMAN	31.43	175	118	2	584	63	6069	6242	4e-21	95.1
871205429	XM_013079498.1	tr	A0A0A0MRA3	A0A0A0MRA3_HUMAN	34.36	163	105	2	542	57	5460	5621	2e-20	92.8
871205429	XM_013079498.1	tr	A0A0A0MRA3	A0A0A0MRA3_HUMAN	27.12	177	129	0	593	63	5532	5708	2e-18	87.0
871205429	XM_013079498.1	tr	A0A0A0MRA3	A0A0A0MRA3_HUMAN	30.51	177	122	1	593	63	5178	5353	3e-18	86.3
871205429	XM_013079498.1	tr	A0A0A0MRA3	A0A0A0MRA3_HUMAN	28.18	181	130	0	596	54	2919	3099	8e-18	84.7
871205429	XM_013079498.1	tr	A0A0A0MRA3	A0A0A0MRA3_HUMAN	31.28	179	118	1	584	63	6335	6513	1e-17	84.3
871205429	XM_013079498.1	tr	A0A0A0MRA3	A0A0A0MRA3_HUMAN	30.46	174	119	1	584	63	2836	3007	3e-17	83.2
871205429	XM_013079498.1	tr	A0A0A0MRA3	A0A0A0MRA3_HUMAN	26.16	172	127	0	578	63	6160	6331	8e-17	81.6
871205429	XM_013079498.1	tr	A0A0A0MRA3	A0A0A0MRA3_HUMAN	27.95	161	113	2	563	87	6252	6411	1e-16	81.3
871205429	XM_013079498.1	tr	A0A0A0MRA3	A0A0A0MRA3_HUMAN	30.59	170	115	2	569	63	2579	2746	1e-16	81.3
871205429	XM_013079498.1	tr	A0A0A0MRA3	A0A0A0MRA3_HUMAN	29.70	165	114	1	554	60	2759	2921	9e-15	75.1
871205429	XM_013079498.1	tr	A0A0A0MRA3	A0A0A0MRA3_HUMAN	26.16	172	127	0	578	63	5715	5886	1e-14	74.7
871205429	XM_013079498.1	tr	A0A0A0MRA3	A0A0A0MRA3_HUMAN	27.53	178	125	2	584	63	2128	2305	6e-14	72.4
871205429	XM_013079498.1	tr	A0A0A0MRA3	A0A0A0MRA3_HUMAN	28.25	177	126	1	593	63	5355	5530	8e-14	72.0
871205429	XM_013079498.1	tr	A0A0A0MRA3	A0A0A0MRA3_HUMAN	29.71	175	121	2	584	63	5802	5975	2e-13	71.2
871205429	XM_013079498.1	tr	A0A0A0MRA3	A0A0A0MRA3_HUMAN	27.33	172	122	2	569	57	2404	2573	2e-13	71.2
871205429	XM_013079498.1	tr	A0A0A0MRA3	A0A0A0MRA3_HUMAN	25.56	180	128	2	584	57	3012	3189	2e-12	67.8
871205429	XM_013079498.1	tr	A0A0A0MRA3	A0A0A0MRA3_HUMAN	27.49	171	122	1	569	63	5006	5176	4e-12	66.6
871205429	XM_013079498.1	tr	A0A0A0MRA3	A0A0A0MRA3_HUMAN	29.69	192	115	7	593	72	25382	25571	8e-11	62.8
871205429	XM_013079498.1	tr	A0A0A0MRA3	A0A0A0MRA3_HUMAN	24.43	176	132	1	587	63	2309	2484	4e-10	60.8
871205429	XM_013079498.1	tr	A0A0A0MRA3	A0A0A0MRA3_HUMAN	29.44	197	122	8	599	54	2	196	5e-10	60.5
871205429	XM_013079498.1	tr	A0A0A0MRA3	A0A0A0MRA3_HUMAN	25.28	178	131	1	590	63	2219	2396	5e-10	60.1
871205429	XM_013079498.1	tr	A0A0A0MRA3	A0A0A0MRA3_HUMAN	29.89	174	111	6	587	96	4809	4981	7e-09	57.0
871205429	XM_013079498.1	tr	A0A0A0MRA3	A0A0A0MRA3_HUMAN	29.23	195	126	8	608	57	2025	2218	3e-08	55.1
871205429	XM_013079498.1	tr	A0A0A0MRA3	A0A0A0MRA3_HUMAN	23.98	171	113	3	566	105	3199	3369	2e-05	46.6
871205429	XM_013079498.1	tr	A0A0A0MRA3	A0A0A0MRA3_HUMAN	24.58	179	116	4	557	60	26743	26915	9e-05	44.3
871205429	XM_013079498.1	tr	A0A0A0MRA3	A0A0A0MRA3_HUMAN	22.67	172	119	4	545	63	3114	3282	2e-04	43.5
871205429	XM_013079498.1	tr	A0A0A0MRA3	A0A0A0MRA3_HUMAN	24.73	182	117	8	566	78	1415	1595	2e-04	43.1
871205429	XM_013079498.1	tr	A0A0A0MRA3	A0A0A0MRA3_HUMAN	35.63	87	49	3	299	57	3495	3580	4e-04	42.4
871205432	XM_013079503.1	sp	Q9Y2C9	TLR6_HUMAN	35.33	167	98	6	51	542	633	792	3e-21	98.2
871205372	XM_013079408.1	sp	O75094	SLIT3_HUMAN	31.40	86	52	2	2546	2785	1362	1446	2e-04	46.6
871205245	XM_005089109.2	tr	D6RBW0	D6RBW0_HUMAN	28.38	370	228	13	147	1199	7	358	1e-30	132
524864660	XM_005089108.1	tr	D6RBW0	D6RBW0_HUMAN	28.38	370	228	13	149	1201	7	358	7e-31	132
871205247	XM_005089110.2	sp	P60866	RS20_HUMAN	82.40	125	16	1	154	528	1	119	1e-65	202
871205252	XM_005089112.2	tr	A0A0C4DFM1	A0A0C4DFM1_HUMAN	65.22	624	196	5	93	1913	6	625	0.0	788
871205249	XM_005089111.2	sp	Q92544	TM9S4_HUMAN	65.22	624	196	5	124	1944	23	642	0.0	789
871205376	XM_013079417.1	sp	P04114	APOB_HUMAN	22.58	961	609	29	2	2764	39	904	3e-31	135
871205379	XM_013079421.1	tr	M0R2X1	M0R2X1_HUMAN	27.68	271	178	9	635	1417	193	455	1e-11	68.9
871205254	XM_013079199.1	sp	Q5SRE7	PHYD1_HUMAN	32.05	156	96	4	253	708	113	262	5e-09	59.3
871205382	XM_005089155.2	sp	P22105	TENX_HUMAN	41.45	193	108	1	94	657	4042	4234	1e-46	175
871205257	XM_013079202.1	sp	Q5VX52	SPAT1_HUMAN	40.24	164	87	4	2116	2589	295	453	6e-19	92.0
871205257	XM_013079202.1	sp	Q5VX52	SPAT1_HUMAN	40.38	104	61	1	550	858	33	136	1e-15	82.0
871205435	XM_005089116.2	sp	Q8TBY9	CF251_HUMAN	41.10	146	81	3	15	446	1001	1143	3e-24	105
871205437	XM_013079510.1	sp	Q8N4V2	SVOP_HUMAN	41.10	146	86	0	4	441	379	524	6e-33	125
871205440	XM_013079514.1	sp	Q8N4V2	SVOP_HUMAN	50.50	200	90	1	424	1023	62	252	1e-61	209
871205260	XM_005089117.2	sp	Q7KZ85	SPT6H_HUMAN	59.46	1379	530	13	795	4856	207	1581	0.0	1602
871205262	XM_005089118.2	sp	Q7KZ85	SPT6H_HUMAN	59.46	1379	530	13	788	4849	207	1581	0.0	1603
871205264	XM_005089119.2	sp	Q8NFA0	UBP32_HUMAN	48.72	1367	615	20	194	4186	1	1317	0.0	1261
871205264	XM_005089119.2	sp	Q8NFA0	UBP32_HUMAN	52.46	122	55	2	4613	4975	1485	1604	4e-31	135
871205266	XM_005089120.2	sp	Q6NUM9	RETST_HUMAN	41.97	579	326	6	417	2141	31	603	1e-147	450
871205384	XM_013079432.1	sp	Q6NUM9	RETST_HUMAN	40.41	589	319	8	532	2211	21	606	3e-133	417
871205268	XM_005089121.2	sp	Q6NUM9	RETST_HUMAN	39.11	381	223	4	157	1296	238	610	1e-80	271
871205443	XM_005089159.2	sp	Q9BUB5	MKNK1_HUMAN	37.13	342	160	5	1478	2362	44	377	4e-51	189
871205387	XM_013079439.1	sp	Q9BUB5	MKNK1_HUMAN	34.91	338	169	6	1029	1898	44	378	4e-49	180
871205270	XM_005089122.2	sp	O75344	FKBP6_HUMAN	32.39	318	198	7	429	1373	23	326	3e-35	139
871205390	XM_013079442.1	sp	Q9ULK0	GRID1_HUMAN	19.38	227	172	4	1405	2064	613	835	5e-04	44.7
871205274	XM_013079234.1	sp	Q96DY2	DRC10_HUMAN	43.27	275	156	0	931	1755	140	414	9e-56	203
871205274	XM_013079234.1	sp	Q96DY2	DRC10_HUMAN	30.69	101	56	2	211	501	4	94	4e-08	58.2
871205277	XM_005089163.2	sp	Q9ULQ1	TPC1_HUMAN	45.63	756	379	7	175	2370	67	814	0.0	597
524864773	XM_005089164.1	sp	Q8WXD0	RXFP2_HUMAN	32.87	356	219	6	1909	2961	367	707	4e-41	163
871205281	XM_013079244.1	sp	Q96AY4	TTC28_HUMAN	59.13	1331	524	3	635	4618	54	1367	0.0	1546
871205281	XM_013079244.1	sp	Q96AY4	TTC28_HUMAN	45.49	587	271	10	4877	6553	1380	1945	4e-139	490
871205284	XM_005089124.2	sp	Q6ZVK1	T179A_HUMAN	25.00	128	88	5	704	1087	108	227	1e-04	45.1
871205288	XM_005089132.2	sp	O76050	NEUL1_HUMAN	50.91	55	24	2	1560	1718	521	574	1e-10	66.2
871205304	XM_005089134.2	sp	P11473	VDR_HUMAN	40.20	102	61	0	252	557	23	124	1e-22	104
